strategy,rho,rep,F,P_inf,silencing_rate
degree,0.0197,17,0.22426,0.92344,0.11293
degree,0.0197,18,0.08942,1.0,0.04502
degree,0.0197,19,0.07741,0.94798,0.03086
degree,0.0197,20,0.01977,0.91989,0.0
degree,0.0197,21,0.0841,0.81901,0.07521
degree,0.0197,22,0.06607,0.97542,0.06795
degree,0.0197,23,0.06346,0.92088,0.0
degree,0.0197,24,0.01398,0.87424,0.03092
degree,0.0229,0,0.01562,0.84848,0.02026
degree,0.0229,1,0.15188,0.89158,0.05497
degree,0.0229,2,0.12457,1.0,0.02782
degree,0.0229,3,0.11912,0.95481,0.10033
degree,0.0229,4,0.08268,0.90245,0.07522
degree,0.0229,5,0.08653,0.92105,0.01498
degree,0.0229,6,0.13739,0.90346,0.05372
degree,0.0229,7,0.07673,0.8406,0.02174
degree,0.0229,8,0.0,0.91801,0.00713
degree,0.0229,9,0.01393,0.88329,0.01753
degree,0.0229,10,0.10169,0.82,0.05152
degree,0.0229,11,0.11275,0.85645,0.03871
degree,0.0229,12,0.08859,0.96783,0.0
degree,0.0229,13,0.12261,0.87747,0.06057
degree,0.0229,14,0.08402,0.82119,0.07769
degree,0.0229,15,0.0527,0.92151,0.02155
degree,0.0229,16,0.05571,0.94988,0.05885
degree,0.0229,17,0.0,0.98109,0.0
degree,0.0229,18,0.09437,0.96481,0.01889
degree,0.0229,19,0.1029,0.89785,0.06953
degree,0.0229,20,0.113,0.85974,0.10932
degree,0.0229,21,0.0173,0.84414,0.00313
degree,0.0229,22,0.04183,0.81671,0.04229
degree,0.0229,23,0.04039,0.98364,0.0
degree,0.0229,24,0.10758,0.95791,0.05017
degree,0.0374,0,0.11111,0.89977,0.03905
degree,0.0374,1,0.06612,0.92712,0.03823
degree,0.0374,2,0.18717,0.85601,0.02467
degree,0.0374,3,0.13808,0.87019,0.0
degree,0.0374,4,0.06639,0.96708,0.0
degree,0.0374,5,0.07385,0.93623,0.08136
degree,0.0374,6,0.12928,0.85548,0.10903
degree,0.0374,7,0.12375,0.92676,0.01219
degree,0.0374,8,0.0,1.0,0.07577
degree,0.0374,9,0.20258,0.79928,0.00476
degree,0.0374,10,0.17665,0.93799,0.07523
degree,0.0374,11,0.11383,0.86792,0.14215
degree,0.0374,12,0.1,0.88832,0.08558
degree,0.0374,13,0.0,0.94116,0.0
degree,0.0374,14,0.03878,0.97358,0.05383
degree,0.0374,15,0.13285,0.95883,0.082
degree,0.0374,16,0.0,0.9492,0.0
degree,0.0374,17,0.09139,0.98928,0.06604
degree,0.0374,18,0.1651,0.81849,0.13933
degree,0.0374,19,0.10428,0.85708,0.0
degree,0.0374,20,0.04768,0.88157,0.0
degree,0.0374,21,0.14696,0.90477,0.07349
degree,0.0374,22,0.09509,0.93605,0.05097
degree,0.0374,23,0.03853,0.86927,0.03011
degree,0.0374,24,0.02664,0.95807,0.07266
degree,0.0405,0,0.14761,0.89133,0.06124
degree,0.0405,1,0.09078,0.85238,0.05447
degree,0.0405,2,0.08312,0.88505,0.05514
degree,0.0405,3,0.04213,0.99206,0.0
degree,0.0405,4,0.0996,0.88734,0.06162
degree,0.0405,5,0.07011,0.87115,0.02371
degree,0.0405,6,0.03887,0.93175,0.0
degree,0.0405,7,0.13416,0.95172,0.12981
degree,0.0405,8,0.11218,0.97413,0.0899
degree,0.0405,9,0.07998,0.90861,0.07858
degree,0.0405,10,0.08137,0.90406,0.10638
degree,0.0405,11,0.05386,0.91225,0.0
degree,0.0405,12,0.15275,0.83642,0.18331
degree,0.0405,13,0.13646,0.85854,0.0323
degree,0.0405,14,0.1398,0.82225,0.11871
degree,0.0405,15,0.09255,0.86059,0.02325
degree,0.0405,16,0.1172,0.85306,0.03496
degree,0.0405,17,0.15597,0.97561,0.07437
degree,0.0405,18,0.02569,0.89165,0.01926
degree,0.0405,19,0.091,0.86735,0.02891
degree,0.0405,20,0.10821,0.81172,0.05818
degree,0.0405,21,0.14152,0.86887,0.11813
degree,0.0405,22,0.16269,0.89845,0.12062
degree,0.0405,23,0.11126,0.85445,0.06039
degree,0.0405,24,0.10596,0.92465,0.03933
degree,0.041,0,0.13038,0.95614,0.09915
degree,0.041,1,0.10792,0.85944,0.09186
degree,0.041,2,0.04877,0.91019,0.00085
degree,0.041,3,0.2076,0.84504,0.12319
degree,0.041,4,0.10676,0.91681,0.01698
degree,0.041,5,0.15277,0.85662,0.13388
degree,0.041,6,0.10394,1.0,0.05427
degree,0.041,7,0.01955,1.0,0.06429
degree,0.041,8,0.30069,0.98148,0.10166
degree,0.041,9,0.18093,0.80532,0.09827
degree,0.041,10,0.15652,0.95068,0.10139
degree,0.041,11,0.18374,0.90831,0.1187
degree,0.041,12,0.10135,1.0,0.1249
degree,0.041,13,0.06985,0.90299,0.0
degree,0.041,14,0.14885,0.88319,0.11481
degree,0.041,15,0.07857,1.0,0.02586
degree,0.041,16,0.07143,0.91128,0.01398
degree,0.041,17,0.04554,0.8256,0.0
degree,0.041,18,0.17146,0.8881,0.0674
degree,0.041,19,0.05136,0.92326,0.05304
degree,0.041,20,0.17107,0.8464,0.13739
degree,0.041,21,0.15136,0.8323,0.15012
degree,0.041,22,0.15874,0.90735,0.09905
degree,0.041,23,0.06872,0.93387,0.02097
degree,0.041,24,0.03222,0.90147,0.0217
degree,0.0444,0,0.15452,0.85953,0.02322
degree,0.0444,1,0.20393,0.8821,0.07853
degree,0.0444,2,0.06821,0.87122,0.06249
degree,0.0444,3,0.00528,0.91267,0.0
degree,0.0444,4,0.10771,0.8936,0.042
degree,0.0444,5,0.0,0.92672,0.01054
degree,0.0444,6,0.10717,0.90532,0.0
degree,0.0444,7,0.03406,0.82919,0.10246
degree,0.0444,8,0.0,0.95068,0.0
degree,0.0444,9,0.07905,0.85934,0.02325
degree,0.0444,10,0.10023,0.87851,0.05531
degree,0.0444,11,0.18656,0.73942,0.16967
degree,0.0444,12,0.13155,0.74695,0.06384
degree,0.0444,13,0.19891,0.97207,0.10223
degree,0.0444,14,0.13136,0.8004,0.02761
degree,0.0444,15,0.03488,0.89382,0.00886
degree,0.0444,16,0.15234,0.81405,0.10892
degree,0.0444,17,0.15503,0.93482,0.11938
degree,0.0444,18,0.01335,0.92227,0.08677
degree,0.0444,19,0.12805,0.81382,0.1106
degree,0.0444,20,0.0,0.92176,0.00288
degree,0.0444,21,0.0855,0.86552,0.0
degree,0.0444,22,0.20208,0.92108,0.07409
degree,0.0444,23,0.13369,0.82533,0.0
degree,0.0444,24,0.09219,0.86871,0.06677
degree,0.0452,0,0.11334,0.88216,0.00113
degree,0.0452,1,0.13254,0.84725,0.09348
degree,0.0452,2,0.07533,0.98221,0.11013
degree,0.0452,3,0.01178,0.97087,0.03926
degree,0.0452,4,0.0577,0.96742,0.12979
degree,0.0452,5,0.21218,0.81239,0.06483
degree,0.0452,6,0.11124,0.94155,0.08081
degree,0.0452,7,0.17486,0.92675,0.00325
degree,0.0452,8,0.08551,0.93617,0.04688
degree,0.0452,9,0.10316,0.87133,0.01422
degree,0.0452,10,0.09507,0.84802,0.06493
degree,0.0452,11,0.0658,0.92474,0.08238
degree,0.0452,12,0.17778,0.78672,0.09807
degree,0.0452,13,0.12093,0.90058,0.0
degree,0.0452,14,0.19676,0.87903,0.12657
degree,0.0452,15,0.00144,0.99363,0.0
degree,0.0452,16,0.02913,0.86706,0.0
degree,0.0452,17,0.14291,0.80866,0.06704
degree,0.0452,18,0.13952,0.87426,0.04288
degree,0.0452,19,0.0,1.0,0.05572
degree,0.0452,20,0.04842,0.9086,0.04506
degree,0.0452,21,0.05855,0.85998,0.03178
degree,0.0452,22,0.23286,0.86429,0.10864
degree,0.0452,23,0.04073,0.92333,0.02253
degree,0.0452,24,0.07566,0.81961,0.03683
degree,0.0455,0,0.18759,0.97633,0.10162
degree,0.0455,1,0.08899,0.89514,0.12103
degree,0.0455,2,0.21178,0.85388,0.14025
degree,0.0455,3,0.18106,0.86289,0.13254
degree,0.0455,4,0.07512,0.98786,0.01646
degree,0.0455,5,0.08726,0.94742,0.06179
degree,0.0455,6,0.10794,0.8557,0.06157
degree,0.0455,7,0.09566,0.92998,0.00373
degree,0.0455,8,0.06032,0.80692,0.0
degree,0.0455,9,0.11239,0.82482,0.11428
degree,0.0455,10,0.18783,0.89127,0.00385
degree,0.0455,11,0.15029,0.8545,0.11339
degree,0.0455,12,0.10529,0.88984,0.04026
degree,0.0455,13,0.21033,0.85758,0.1218
degree,0.0455,14,0.1191,0.84821,0.11651
degree,0.0455,15,0.10405,0.90164,0.07626
degree,0.0455,16,0.07009,0.92359,0.12022
degree,0.0455,17,0.25415,0.88588,0.12927
degree,0.0455,18,0.07921,0.92697,0.06194
degree,0.0455,19,0.12014,0.93028,0.0
degree,0.0455,20,0.06912,0.94517,0.08974
degree,0.0455,21,0.12379,0.81286,0.0834
degree,0.0455,22,0.13101,0.8943,0.11032
degree,0.0455,23,0.18444,0.9517,0.0767
degree,0.0455,24,0.01886,0.88763,0.0
degree,0.0488,0,0.18684,0.64652,0.05522
degree,0.0488,1,0.1296,0.8031,0.10254
degree,0.0488,2,0.07029,0.92584,0.0331
degree,0.0488,3,0.0,0.96623,0.0
degree,0.0488,4,0.03785,0.89809,0.00723
degree,0.0488,5,0.14777,0.96709,0.06852
degree,0.0488,6,0.06138,1.0,0.03828
degree,0.0488,7,0.17789,0.78688,0.23272
degree,0.0488,8,0.20167,0.80739,0.18643
degree,0.0488,9,0.14592,0.92125,0.10235
degree,0.0488,10,0.00996,0.94352,0.09286
degree,0.0488,11,0.09906,0.89469,0.10495
degree,0.0488,12,0.0,0.93372,0.0
degree,0.0488,13,0.02122,0.93129,0.05763
degree,0.0488,14,0.14391,0.7394,0.11118
degree,0.0488,15,0.12935,0.85618,0.09055
degree,0.0488,16,0.0,0.86139,0.0
degree,0.0488,17,0.06499,1.0,0.04241
degree,0.0488,18,0.0334,0.91078,0.01117
degree,0.0488,19,0.14644,0.94877,0.04671
degree,0.0488,20,0.07962,0.93611,0.0948
degree,0.0488,21,0.20469,0.83485,0.04541
degree,0.0488,22,0.13714,0.88828,0.0828
degree,0.0488,23,0.21254,0.80671,0.07599
degree,0.0488,24,0.0998,0.92638,0.04369
degree,0.0492,0,0.13889,0.88148,0.10598
degree,0.0492,1,0.16557,0.8847,0.02016
degree,0.0492,2,0.10964,0.94524,0.04849
degree,0.0492,3,0.13213,0.87286,0.04223
degree,0.0492,4,0.01654,0.85365,0.04699
degree,0.0492,5,0.14621,0.82806,0.0464
degree,0.0492,6,0.00266,0.97579,0.04729
degree,0.0492,7,0.15723,0.90012,0.0681
degree,0.0492,8,0.10903,0.92574,0.14371
degree,0.0492,9,0.08899,0.80113,0.06276
degree,0.0492,10,0.18141,0.88518,0.09728
degree,0.0492,11,0.14415,0.87244,0.09735
degree,0.0492,12,0.18135,0.89468,0.12136
degree,0.0492,13,0.07969,0.9885,0.09467
degree,0.0492,14,0.15715,0.90191,0.12883
degree,0.0492,15,0.1309,0.7194,0.02685
degree,0.0492,16,0.08889,0.91375,0.05606
degree,0.0492,17,0.0,0.97545,0.0
degree,0.0492,18,0.1044,0.86388,0.00062
degree,0.0492,19,0.15119,0.91761,0.06538
degree,0.0492,20,0.15633,0.8707,0.13474
degree,0.0492,21,0.15505,0.79836,0.09923
degree,0.0492,22,0.0,0.89632,0.08842
degree,0.0492,23,0.18071,0.79866,0.11111
degree,0.0492,24,0.17409,0.96286,0.03356
degree,0.0744,0,0.16302,0.8776,0.07819
degree,0.0744,1,0.0,0.93551,0.0
degree,0.0744,2,0.27433,0.88215,0.19539
degree,0.0744,3,0.06082,0.90806,0.0
degree,0.0744,4,0.13903,0.99245,0.08646
degree,0.0744,5,0.1098,0.87154,0.06741
degree,0.0744,6,0.0772,0.96194,0.00057
degree,0.0744,7,0.17653,0.80003,0.09057
degree,0.0744,8,0.18163,0.86778,0.10367
degree,0.0744,9,0.11802,0.87625,0.05651
degree,0.0744,10,0.16759,0.80149,0.13875
degree,0.0744,11,0.19773,0.83919,0.07194
degree,0.0744,12,0.11526,0.88235,0.01007
degree,0.0744,13,0.1131,0.8525,0.09812
degree,0.0744,14,0.17498,0.73149,0.10028
degree,0.0744,15,0.03449,0.90405,0.0291
degree,0.0744,16,0.1752,0.8397,0.05297
degree,0.0744,17,0.22345,0.69222,0.20104
degree,0.0744,18,0.12091,0.84431,0.02872
degree,0.0744,19,0.24863,0.79031,0.14642
degree,0.0744,20,0.14776,0.79362,0.06151
degree,0.0744,21,0.13407,0.89812,0.1162
degree,0.0744,22,0.20428,0.85452,0.16585
degree,0.0744,23,0.13853,0.95268,0.0739
degree,0.0744,24,0.08797,0.80923,0.04357
degree,0.0778,0,0.18846,0.73743,0.12243
degree,0.0778,1,0.11856,0.74927,0.01446
degree,0.0778,2,0.2258,0.74342,0.07183
degree,0.0778,3,0.0,0.83569,0.0
degree,0.0778,4,0.17059,0.83853,0.05308
degree,0.0778,5,0.20539,0.83874,0.1615
degree,0.0778,6,0.17481,0.84865,0.01118
degree,0.0778,7,0.02042,0.8526,0.0
degree,0.0778,8,0.15478,0.86881,0.05924
degree,0.0778,9,0.23875,0.79232,0.02395
degree,0.0778,10,0.28996,0.80808,0.16447
degree,0.0778,11,0.29231,0.74981,0.09695
degree,0.0778,12,0.15701,0.8586,0.06827
degree,0.0778,13,0.07893,0.80267,0.02363
degree,0.0778,14,0.17485,0.85435,0.0445
degree,0.0778,15,0.15242,0.69956,0.01779
degree,0.0778,16,0.16503,0.66575,0.11654
degree,0.0778,17,0.03837,0.90086,0.12709
degree,0.0778,18,0.1786,0.79018,0.02657
degree,0.0778,19,0.09414,0.82444,0.08872
degree,0.0778,20,0.27834,0.72621,0.18673
degree,0.0778,21,0.06054,1.0,0.0
degree,0.0778,22,0.27527,0.76804,0.19944
degree,0.0778,23,0.0,0.85008,0.0435
degree,0.0778,24,0.22517,0.88702,0.04677
degree,0.0849,0,0.07939,0.89116,0.02859
degree,0.0849,1,0.14191,0.82229,0.07804
degree,0.0849,2,0.16719,0.94321,0.08225
degree,0.0849,3,0.06437,0.73495,0.00135
degree,0.0849,4,0.29051,0.9019,0.10828
degree,0.0849,5,0.13655,0.93263,0.05143
degree,0.0849,6,0.21773,0.70033,0.10654
degree,0.0849,7,0.16631,0.85256,0.11745
degree,0.0849,8,0.22313,0.84082,0.15882
degree,0.0849,9,0.30602,0.80655,0.16755
degree,0.0849,10,0.36839,0.83471,0.11034
degree,0.0849,11,0.06136,0.89864,0.07983
degree,0.0849,12,0.19615,0.94765,0.03671
degree,0.0849,13,0.10388,0.71779,0.05337
degree,0.0849,14,0.05645,0.76075,0.01425
degree,0.0849,15,0.18427,0.93315,0.08793
degree,0.0849,16,0.13362,0.90465,0.06869
degree,0.0849,17,0.11456,0.84432,0.06354
degree,0.0849,18,0.30701,0.85703,0.0296
degree,0.0849,19,0.15035,0.8902,0.11164
degree,0.0849,20,0.07051,0.83572,0.04305
degree,0.0849,21,0.1779,0.77664,0.11207
degree,0.0849,22,0.3308,0.82699,0.16623
degree,0.0849,23,0.16577,0.68542,0.10142
degree,0.0849,24,0.17282,0.83019,0.06008
degree,0.1124,0,0.24047,0.77634,0.05919
degree,0.1124,1,0.23245,0.75066,0.16341
degree,0.1124,2,0.46237,0.74124,0.16633
degree,0.1124,3,0.2537,0.73796,0.122
degree,0.1124,4,0.36985,0.72324,0.12982
degree,0.1124,5,0.27017,0.69109,0.13587
degree,0.1124,6,0.12232,0.74874,0.0
degree,0.1124,7,0.14954,0.79137,0.02344
degree,0.1124,8,0.41091,0.65648,0.13204
degree,0.1124,9,0.29894,0.77102,0.14095
degree,0.1124,10,0.09422,0.86891,0.08521
degree,0.1124,11,0.17682,0.75415,0.11754
degree,0.1124,12,0.13865,0.71532,0.12919
degree,0.1124,13,0.13873,0.84654,0.07332
degree,0.1124,14,0.24881,0.78503,0.13313
degree,0.1124,15,0.26304,0.66233,0.15151
degree,0.1124,16,0.44058,0.71481,0.26259
degree,0.1124,17,0.19947,0.73919,0.21969
degree,0.1124,18,0.15674,0.83296,0.088
degree,0.1124,19,0.12773,0.70526,0.04246
degree,0.1124,20,0.19687,0.71955,0.08023
degree,0.1124,21,0.22804,0.82305,0.08976
degree,0.1124,22,0.2096,0.7582,0.10001
degree,0.1124,23,0.29613,0.73919,0.14982
degree,0.1124,24,0.15476,0.7945,0.08363
degree,0.1158,0,0.17611,0.61057,0.11373
degree,0.1158,1,0.34436,0.84873,0.0897
degree,0.1158,2,0.41015,0.75108,0.23963
degree,0.1158,3,0.33022,0.77672,0.12481
degree,0.1158,4,0.34131,0.70109,0.20017
degree,0.1158,5,0.27455,0.83007,0.20135
degree,0.1158,6,0.42069,0.78231,0.14422
degree,0.1158,7,0.23106,0.77257,0.11451
degree,0.1158,8,0.29277,0.6338,0.17638
degree,0.1158,9,0.32147,0.71497,0.18049
degree,0.1158,10,0.20199,0.80068,0.06972
degree,0.1158,11,0.29772,0.64208,0.12665
degree,0.1158,12,0.21857,0.65886,0.06075
degree,0.1158,13,0.11819,0.72736,0.0
degree,0.1158,14,0.44901,0.66551,0.22199
degree,0.1158,15,0.31835,0.81513,0.15102
degree,0.1158,16,0.14063,0.76551,0.01439
degree,0.1158,17,0.16128,0.77271,0.04156
degree,0.1158,18,0.21762,0.69926,0.13716
degree,0.1158,19,0.08196,0.62402,0.0
degree,0.1158,20,0.35699,0.72365,0.21698
degree,0.1158,21,0.308,0.86113,0.12702
degree,0.1158,22,0.31494,0.83208,0.12878
degree,0.1158,23,0.20511,0.72595,0.10703
degree,0.1158,24,0.13414,0.78439,0.08166
degree,0.1171,0,0.32938,0.70183,0.19361
degree,0.1171,1,0.4712,0.78874,0.1031
degree,0.1171,2,0.33016,0.74214,0.13961
degree,0.1171,3,0.09286,0.77904,0.06726
degree,0.1171,4,0.37094,0.74314,0.16836
degree,0.1171,5,0.28532,0.76102,0.16394
degree,0.1171,6,0.27784,0.77743,0.07681
degree,0.1171,7,0.24855,0.75179,0.15498
degree,0.1171,8,0.07486,0.57348,0.05937
degree,0.1171,9,0.13251,0.79992,0.03257
degree,0.1171,10,0.32436,0.88909,0.21301
degree,0.1171,11,0.28564,0.69549,0.11922
degree,0.1171,12,0.0036,0.80075,0.09123
degree,0.1171,13,0.12905,0.75596,0.04947
degree,0.1171,14,0.27709,0.74224,0.1708
degree,0.1171,15,0.30068,0.64357,0.19099
degree,0.1171,16,0.12241,0.69061,0.01672
degree,0.1171,17,0.39657,0.66671,0.23068
degree,0.1171,18,0.14938,0.68627,0.09321
degree,0.1171,19,0.3321,0.68506,0.15635
degree,0.1171,20,0.16747,0.70759,0.07218
degree,0.1171,21,0.25403,0.73672,0.12255
degree,0.1171,22,0.43393,0.69351,0.22592
degree,0.1171,23,0.13056,0.89861,0.0239
degree,0.1171,24,0.18925,0.81981,0.12151
degree,0.122,0,0.23669,0.77728,0.22294
degree,0.122,1,0.41369,0.66618,0.28088
degree,0.122,2,0.23619,0.75424,0.1179
degree,0.122,3,0.30786,0.67394,0.13155
degree,0.122,4,0.25261,0.81263,0.12932
degree,0.122,5,0.3064,0.60358,0.20979
degree,0.122,6,0.29677,0.83816,0.20646
degree,0.122,7,0.22751,0.8219,0.11614
degree,0.122,8,0.21647,0.75699,0.06487
degree,0.122,9,0.31045,0.75678,0.13725
degree,0.122,10,0.35075,0.69828,0.20721
degree,0.122,11,0.17536,0.8208,0.08281
degree,0.122,12,0.25931,0.69835,0.08298
degree,0.122,13,0.28797,0.5589,0.13848
degree,0.122,14,0.49455,0.76133,0.15284
degree,0.122,15,0.24226,0.6941,0.1831
degree,0.122,16,0.17898,0.7179,0.03785
degree,0.122,17,0.10367,0.741,0.06437
degree,0.122,18,0.32203,0.74351,0.17116
degree,0.122,19,0.26736,0.7031,0.15981
degree,0.122,20,0.38417,0.69159,0.08271
degree,0.122,21,0.32034,0.6441,0.17991
degree,0.122,22,0.20466,0.70579,0.05819
degree,0.122,23,0.24102,0.83393,0.03005
degree,0.122,24,0.3552,0.71576,0.22176
degree,0.1253,0,0.33261,0.76504,0.21316
degree,0.1253,1,0.14744,0.72108,0.0
degree,0.1253,2,0.08617,0.83198,0.03973
degree,0.1253,3,0.38833,0.80696,0.18098
degree,0.1253,4,0.16734,0.73961,0.05512
degree,0.1253,5,0.16725,0.70359,0.0
degree,0.1253,6,0.04033,0.77661,0.05698
degree,0.1253,7,0.18272,0.73328,0.13444
degree,0.1253,8,0.1881,0.90756,0.09111
degree,0.1253,9,0.29179,0.63322,0.20218
degree,0.1253,10,0.18736,0.79893,0.12399
degree,0.1253,11,0.51923,0.76176,0.1614
degree,0.1253,12,0.24516,0.78905,0.07798
degree,0.1253,13,0.54332,0.89897,0.23147
degree,0.1253,14,0.1736,0.76674,0.11547
degree,0.1253,15,0.30613,0.76197,0.1424
degree,0.1253,16,0.28832,1.0,0.18206
degree,0.1253,17,0.50657,0.92125,0.2063
degree,0.1253,18,0.17048,0.75447,0.04667
degree,0.1253,19,0.18921,0.90603,0.08976
degree,0.1253,20,0.43261,0.90156,0.12284
degree,0.1253,21,0.27757,0.6215,0.09846
degree,0.1253,22,0.36155,0.57933,0.24258
degree,0.1253,23,0.28401,0.69764,0.12512
degree,0.1253,24,0.24519,0.7115,0.12988
degree,0.1269,0,0.08154,0.60771,0.0975
degree,0.1269,1,0.23424,0.74334,0.0657
degree,0.1269,2,0.22647,0.69653,0.03105
degree,0.1269,3,0.19596,0.56464,0.06983
degree,0.1269,4,0.08966,0.70707,0.0
degree,0.1269,5,0.39194,0.769,0.15759
degree,0.1269,6,0.1227,0.54689,0.07871
degree,0.1269,7,0.27402,0.64035,0.17148
degree,0.1269,8,0.37913,0.84371,0.15345
degree,0.1269,9,0.0,0.71806,0.0
degree,0.1269,10,0.2391,0.80064,0.16686
degree,0.1269,11,0.24088,0.84945,0.09973
degree,0.1269,12,0.38616,0.69225,0.18845
degree,0.1269,13,0.2892,0.56487,0.1232
degree,0.1269,14,0.20284,0.81154,0.04499
degree,0.1269,15,0.51973,0.66847,0.20298
degree,0.1269,16,0.40913,0.6293,0.1055
degree,0.1269,17,0.50031,0.699,0.22846
degree,0.1269,18,0.20457,0.75205,0.05344
degree,0.1269,19,0.17315,0.68603,0.08983
degree,0.1269,20,0.24962,0.78728,0.08338
degree,0.1269,21,0.28438,0.73394,0.17702
degree,0.1269,22,0.19237,0.66399,0.10621
degree,0.1269,23,0.21661,0.78735,0.06717
degree,0.1269,24,0.41876,0.85046,0.23759
degree,0.1322,0,0.3414,0.59962,0.16917
degree,0.1322,1,0.16424,0.76002,0.0191
degree,0.1322,2,0.02704,0.63935,0.0
degree,0.1322,3,0.37263,0.88061,0.21702
degree,0.1322,4,0.45636,0.65341,0.19171
degree,0.1322,5,0.29963,0.85378,0.20604
degree,0.1322,6,0.21103,0.67092,0.12905
degree,0.1322,7,0.47912,0.78035,0.17377
degree,0.1322,8,0.25271,0.70809,0.12005
degree,0.1322,9,0.51584,0.66861,0.23369
degree,0.1322,10,0.38004,0.62794,0.18633
degree,0.1322,11,0.05332,0.65486,0.0486
degree,0.1322,12,0.23777,0.59025,0.10381
degree,0.1322,13,0.19296,0.62285,0.05577
degree,0.1322,14,0.13726,0.5298,0.03851
degree,0.1322,15,0.46452,0.87528,0.29995
degree,0.1322,16,0.29699,0.7637,0.23745
degree,0.1322,17,0.18559,0.63192,0.05497
degree,0.1322,18,0.04519,0.84364,0.0
degree,0.1322,19,0.47133,0.58417,0.16489
degree,0.1322,20,0.20309,0.6699,0.08844
degree,0.1322,21,0.05532,0.79904,0.10786
degree,0.1322,22,0.19844,0.77725,0.14643
degree,0.1322,23,0.11153,0.74424,0.07461
degree,0.1322,24,0.28986,0.626,0.18459
degree,0.1343,0,0.39309,0.78715,0.13954
degree,0.1343,1,0.1257,0.7328,0.05809
degree,0.1343,2,0.35903,0.62473,0.1593
degree,0.1343,3,0.14116,0.63701,0.03023
degree,0.1343,4,0.27409,0.64593,0.02416
degree,0.1343,5,0.21034,0.7421,0.08899
degree,0.1343,6,0.16861,0.71789,0.04732
degree,0.1343,7,0.26773,0.67407,0.13446
degree,0.1343,8,0.33026,0.50542,0.1327
degree,0.1343,9,0.16552,0.6695,0.05973
degree,0.1343,10,0.01437,0.68025,0.06222
degree,0.1343,11,0.30871,0.72875,0.18778
degree,0.1343,12,0.22592,0.47081,0.01447
degree,0.1343,13,0.61903,0.74023,0.30709
degree,0.1343,14,0.38242,0.75777,0.18694
degree,0.1343,15,0.31793,0.66093,0.19873
degree,0.1343,16,0.25567,0.67801,0.05989
degree,0.1343,17,0.29153,0.5332,0.09659
degree,0.1343,18,0.51593,0.59256,0.17252
degree,0.1343,19,0.34906,0.74701,0.05287
degree,0.1343,20,0.27725,0.71347,0.14066
degree,0.1343,21,0.03322,0.68998,0.01398
degree,0.1343,22,0.29879,0.71101,0.08177
degree,0.1343,23,0.1045,0.71844,0.02776
degree,0.1343,24,0.36344,0.71947,0.19066
degree,0.1502,0,0.05557,0.45464,0.0316
degree,0.1502,1,0.50606,0.40471,0.16934
degree,0.1502,2,0.41671,0.77043,0.21405
degree,0.1502,3,0.36493,0.60359,0.13898
degree,0.1502,4,0.32463,0.75767,0.07693
degree,0.1502,5,0.23249,0.68721,0.0948
degree,0.1502,6,0.12279,0.71648,0.04246
degree,0.1502,7,0.21604,0.53674,0.15235
degree,0.1502,8,0.43678,0.6826,0.26438
degree,0.1502,9,0.25325,0.71343,0.10336
degree,0.1502,10,0.29085,0.89042,0.18175
degree,0.1502,11,0.46532,0.63293,0.11646
degree,0.1502,12,0.15494,0.76596,0.04
degree,0.1502,13,0.58228,0.45851,0.3839
degree,0.1502,14,0.12225,0.70619,0.17417
degree,0.1502,15,0.2282,0.63528,0.11312
degree,0.1502,16,0.05549,0.44243,0.03365
degree,0.1502,17,0.40847,0.65462,0.13365
degree,0.1502,18,0.54407,0.65435,0.18233
degree,0.1502,19,0.49455,0.63904,0.17018
degree,0.1502,20,0.362,0.65517,0.13422
degree,0.1502,21,0.20742,0.67719,0.11977
degree,0.1502,22,0.52264,0.68562,0.19614
degree,0.1502,23,0.28893,0.69554,0.1174
degree,0.1502,24,0.36915,0.83179,0.22088
degree,0.1548,0,0.29348,0.61894,0.05433
degree,0.1548,1,0.46743,0.80529,0.18485
degree,0.1548,2,0.33026,0.62472,0.09877
degree,0.1548,3,0.24621,0.93033,0.10084
degree,0.1548,4,0.24697,0.6846,0.11299
degree,0.1548,5,0.33423,0.56077,0.07689
degree,0.1548,6,0.36193,0.62969,0.21321
degree,0.1548,7,0.8356,0.81986,0.43017
degree,0.1548,8,0.5487,0.5229,0.358
degree,0.1548,9,0.40101,0.85916,0.12581
degree,0.1548,10,0.36856,0.84073,0.24494
degree,0.1548,11,0.32992,0.57788,0.19062
degree,0.1548,12,0.55913,0.75883,0.22875
degree,0.1548,13,0.35862,0.5043,0.16519
degree,0.1548,14,0.28878,0.66945,0.09361
degree,0.1548,15,0.23916,0.67365,0.09906
degree,0.1548,16,0.36836,0.7575,0.21469
degree,0.1548,17,0.43977,0.44741,0.16245
degree,0.1548,18,0.18756,0.54366,0.12405
degree,0.1548,19,0.37874,0.39636,0.20704
degree,0.1548,20,0.19993,0.58342,0.08364
degree,0.1548,21,0.40026,0.65522,0.12014
degree,0.1548,22,0.36824,0.57842,0.21666
degree,0.1548,23,0.3559,0.66238,0.19773
degree,0.1548,24,0.10646,0.39016,0.06047
degree,0.1643,0,0.5787,0.65293,0.21611
degree,0.1643,1,0.26402,0.59446,0.02529
degree,0.1643,2,0.39111,0.7099,0.14328
degree,0.1643,3,0.19182,0.67784,0.09959
degree,0.1643,4,0.43116,0.56036,0.21604
degree,0.1643,5,0.34255,0.69835,0.17355
